,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
0,"김포시민회, ""장학·기부·봉사 등 보다 가치 있는 일 추구""","박진호, “감정역 설치는 주민들의 절실한 요구”","공사, '인하대병원 유치' 쫓기듯 추진 안 한다","라베니체, 대한민국 대표 야간명소로 자리잡았다.","대곶면지역사회보장협의체, 어려운 이웃에게 따뜻함을 선물","한국자유총연맹 김포시지회, 공동체 행복지킴이 사업",‘안전’ 믿고 타는 골드라인 만든다,경기도 '기회발전특구 지정' 계획 본격화,"김포상공회의소, 김장김치 2200kg 취약계층 지원",철새 먹이 주는 야생조류생태공원,'시민 자원봉사자'가 있어 행복한 김포,김포시 발의 ‘취학기 외국인 아동 입학 안내통지 의무화’ 중앙부처에 건의,"김포다도박물관, 전시 감상 어려운 약자 위한 디지털 전시 선보여","[경기도 예산안 심의] 김시용 의원, ""120경기도콜 고도화 필요 설명 있어야""","[경기도 예산안 심의] 이기형 의원, “명시이월·중복사업 안 돼, 민자도로 안전도 총력”","경기교통공사-양주시, 차세대 모빌리티 분야 협력 체계 구축",1기 신도시 정비 ‘노후계획도시 특별법’ 국회 국토위 통과,"고촌농협, 금융사기에 취약한 농업민과 서민 대상 예방교육 실시","풍무고, 특강 통해 정복하는 2024 수능 출제 경향과 공부 방법","""지역사회 발전 위해 노력하신 어르신 감사합니다""",,"육군 제17보병사단, 2023년 대침투종합훈련 실시","김포FC, K리그 승강 경남FC와 단판 승부","기획담당관 심의...""보다 적극적으로 예산 편성해야""","김포시의회 의원단체 ‘조례 연구모임 시즌2’, 올해 활동 마무리",양곡문화체육센터 개관...주민 삶의 질 향상 기대,김포 중·고등학생 희망직업 1위는 ‘교사’,"시민이 원하는 1순위 인프라, 대학병원 - 발행인 칼럼 요약","민주당 의원, 행복위 30일 오전 예산안 심사 보이콧",MBTI에 따라 여행코스 선택 가능한 김포시 관광,"김포시,  감면 대상자 조사 후 2억원 징수",도내 5등급 차량 운행 제한...5차 미세먼지 계절관리제 시행,"김주영 의원, 해양레저산업 육성 '해양레저산업발전법' 발의","[경기도의회 국민의힘 성명서]‘불량 편성’한 경기도 예산, ‘현미경 검증’한다!",김포평화문화관 12월 전시 '나를 찾는 여정'展,경기도내 학교 학급당 학생 배치기준 낮아진다,김포시 도심항공교통 등 탄소중립 우수사례 선정,김병수 시장 김포 전역 소통...“오직 김포시민만 보고 뛸 것”,"김포시 도시 브랜드, 서울시 이어 2위 기염","[서울편입, 무엇이 좋아지나–교육·보육] ‘아이 키우고 대학 보내기 좋은’ 김포 된다","[발행인 칼럼] 시민이 원하는 1순위 인프라, 대학병원",,"[인터뷰] 박명진 섬유공예 작가, “마음 담은 ‘새로운 옛것’ 창작하고 싶어”","[기획취재-사각지대 없는 아동돌봄 선도도시 김포로·12]“김포의 온 마을, 온 마음이 필요하다”","[경기도 예산안 심의] 오세풍 의원, ""법률지원은 전문변호사가 피해교원 찾아가야""","김주영 의원, ‘제21대 국회의원 메니페스토 우수의원’ 대상 수상","[엄마의 독후감]“한 권이 두 권, 두 권이 네 권으로 이어지는 나의 세상”","[나를 흔든 한 문장] 잘 먹고, 잘 일하고, 쉬고, 잘 자고...“모두 굿나잇”",송정역에 핀 칸나꽃 / 임영자,채무자 소유의 자동차압류 통한 채권회수 전략,[이야기로 배우는 모든 것의 역사] -민화 이야기9,여성 · 대학부 신설 … 김포금쌀배 농구대회 후끈,[사설] 문화에 강한 도시가 경쟁력 있다,"[건강칼럼]자면서 소변 못 가리는 아이, '야뇨증'일까?","김포시 맑은물사업소장, 모담배수지 현장 행정 나서","양곡초, 악기 배우며 떠나는 세계여행","김포시진로체험지원센터, ‘우리동네 일터체험의 날’성황리에 마쳐","김포시 진로체험지원센터, ‘김포관내 일반고입 선택 설명회’운영",김포 청년들의 꿈을 응원합니다.,"김병수 시장, 11월 확대간부회의 통해 두루 살피고 당부",[특별한 학교 특별한 수업]김포대명초 김원기 교사의 현장체험 역사 수업,[청소년의 눈- 인터뷰]제2회 김포시 청소년 영상공모전 최우수 고양이삼인칭시점 팀,,[오늘의 NIE]“장애인은 편리하게 비장애인은 즐겁게”,고무줄 군(軍) 심의에 재산권 피해 막심,[김포역사51] 더 큰 김포를 꿈꾸며 역사와 마주하다,[김포역사50]구석기 시대 김포 말해주는 유물 출토,"[경기도 예산안 심의] 이기형 의원, “김포골드라인 전세버스 횟수 줄여선 안 돼”",김포FC '단장' 신설 무산...조례개정안 부결,[칭찬합니다] 월곶면 행정복지센터 찾아가는 보건복지팀과 조사순 고막2리 이장,"[인터뷰] 최의선 작가,  매일이 전성기인 그녀의 행복 이야기",학부모의 담임교체 요구는 교육활동의 부당한 침해행위?,‘너를 위한 학교’...운양고등학교 입학설명회,"""김포-서울 통행은 김포의 가치 높일 기회""","김포 금상회, 따뜻한 이웃사랑 펼쳐","사우동 새마을남녀지도자회, 꽃길 조성","금상회, 장애인직업재활시설 '밀알꿈씨'에 따뜻한 나눔","[경기도 예산안 심의]김시용 의원, ""남한강 순찰대 노후 순찰정 교체 세부계획 미흡""","[경기도 예산안 심의] 오세풍 의원, ""유휴 공유재산 처분·예산불용액 최소화로 건전재정""","[경기도 예산안 심의] 홍원길 의원, ""노동안전지킴 9개월 업무, 현장 안전성 담보 못해""","김포FC, K리그1 향한 첫 도약","아름다운 도시 김포 서울편입 적극 ""찬성""","김포교육지원청, 학교회계 TF 계약 연수 진행",,"박진호, 원희룡 장관 만나 '김포경찰서역·감정역 추가' 건의",축구동호인 큰잔치...27개 팀 열띤 각축,"고촌고, 제16회 전국 학교 스포츠클럽 축전 농구대회 우승","김포시새마을회, 북한이탈주민 대상 김장김치 전달행사","""직업체험 활동 통해 멋진 미래를 꿈꿔요""",지역 예술가가 함께 나눈 행복,"김포도시관리공사, 투명하고 청렴한 공기업 되기 위해 노력","""나눌수록 커지는 행복과 기쁨, 함께 나눠요""","풍무동, ""민간임대아파트 가입 주의보!""","김포시, 경기도 시군종합평가 최초 2위 달성","내년도 예산, 사회적약자 지원 세심하게 챙겨야","서울편입, 우리 시민에게 어떤 영향을 주나?","김포문화원, 제791주기 손돌공진혼제 봉행","김포경찰서, ‘전세사기조직’ 27명 검거, 7명 구속","김포시의회, ‘김포·서울 통합특별법’ 찬성 결의안 채택","통진읍, 나눔 꾸러미로 따스한 겨울 보내세요","김포시노인종합복지관, 따뜻한 겨울 되세요","김포시육상연맹,  바쁘게 달려온 한 해 봉사와 나눔으로 마무리","김포토종학교, ""다함께 나눔 합시다!""",[기고] 대한민국 대통령도 글뤼크 아우프(Glück auf)를 외쳤다 ,
