,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,"市, 도시브랜드 급상승..부산시·강남구보다 높은 평가","'테마가 있는 소통광장' 열 번째 시간, 성료","'테마가 있는 소통광장' 아홉 번째 시간, 성공적 마무리","'테마가 있는 소통 광장' 여섯 번째 시간, 긍정적 호응 속 성료","‘연일 소통’ 김병수 시장, 김포시 보훈단체장 초청 간담회","김포시, 공중·식품관련 단체장 간담회 개최","시민단체 김검시대, 김포 서울 편입 집회 통해 찬성 목소리...","김포시, 서울 편입두고 지역 정치권 대립 양상..",여당 ‘김포 원포인트’ 서울편입 특별법 발의…야당“고삐 풀린 급발진”,김포 서울편입 세 광역단체장 서울서 만나 만찬회동...,"김포시, 관내 단체들과 소통 이어가...","김포시, 서울 편입 관련 편파·오보 종편방송사 언론중재위 제소","'테마가 있는 소통 광장' 세번째 시간, 큰 호응 속 성료",김포 서울편입 두고 지역정치권 성명서 발표...,"김포시, 서울 편입두고 시의회 간담회 파행...","市, ‘테마가 있는 소통광장’ 연다",'제26회 김포시장기 탁구대회' 성황리 개최,"여성공인중개사회, 김병수 시장 초청 간담회 개최",즉흥적이고 돌발적인 서울 편입에 대한 김포시의 제안,
